,Time,Indus_levels,Indus_Inflow,Indus_Outflow,Kabul_Inflow,Jhelum_levels,Jhelum_Inflow,Jhelum_Outflow,Chenab_Inflow,System_Inflow_now,System_Inflow_past,System_Inflow_avg
1288,4-May ,1387.36 ,39.3 ,40.0 ,26.8 ,1104.40 ,33.7 ,33.7 ,28.4 ,128.2 ,153.8 ,178.6 
1289,3-May ,1387.59 ,37.3 ,40.0 ,24.9 ,1104.40 ,32.8 ,32.0 ,23.1 ,118.1 ,159.1 ,170.6 
1290,2-May ,1388.24 ,35.3 ,40.0 ,26.1 ,1104.30 ,33.0 ,33.0 ,22.2 ,116.6 ,161.9 ,170.9 
1291,1-May ,1389.30 ,35.5 ,40.0 ,23.5 ,1104.30 ,32.0 ,28.0 ,22.2 ,113.2 ,162.2 ,170.1 
1292,30-Apr ,1390.30 ,34.9 ,45.0 ,23.3 ,1103.80 ,33.2 ,28.0 ,21.2 ,112.6 ,162.6 ,162.3 
1293,29-Apr ,1392.30 ,35.0 ,50.0 ,21.0 ,1103.15 ,33.2 ,28.0 ,28.1 ,117.3 ,164.7 ,156.5 
1294,28-Apr ,1395.20 ,35.6 ,50.0 ,21.6 ,1102.50 ,34.0 ,28.0 ,16.5 ,107.7 ,167.6 ,158.1 
1295,27-Apr ,1398.03 ,34.5 ,45.0 ,21.4 ,1101.75 ,34.4 ,28.0 ,16.5 ,106.8 ,178.4 ,155.1 
1296,26-Apr ,1400.04 ,25.4 ,40.0 ,21.3 ,1100.95 ,37.2 ,28.0 ,14.2 ,98.1 ,203.0 ,148.4 
1297,25-Apr ,1401.42 ,27.2 ,30.0 ,22.7 ,1099.75 ,31.1 ,28.0 ,16.5 ,97.5 ,232.9 ,149.0 
1298,24-Apr ,1401.68 ,30.5 ,25.0 ,26.4 ,1099.25 ,33.6 ,28.0 ,18.8 ,109.3 ,245.3 ,151.1 
1299,23-Apr ,1401.16  ,33.8 ,25.0 ,31.0 ,1098.35 ,41.7 ,28.0 ,20.7 ,127.2 ,265.1 ,159.1 
1300,22-Apr ,1400.33 ,35.9 ,25.0 ,41.0 ,1096.15 ,49.5 ,28.0 ,18.7 ,145.1 ,240.2 ,163.1 
1301,21-Apr ,1398.62 ,35.0 ,22.0 ,43.2 ,1092.70 ,42.4 ,28.0 ,20.8 ,141.4 ,228.3 ,160.2 
1302,20-Apr ,1396.18 ,31.4 ,30.0 ,39.5 ,1090.40 ,32.2 ,25.0 ,13.4 ,116.5 ,213.4 ,161.6 
1303,19-Apr ,1395.91 ,30.5 ,30.0 ,36.7 ,1088.95 ,34.1 ,25.0 ,11.9 ,113.2 ,194.3 ,164.8 
1304,18-Apr ,1395.81 ,29.0 ,30.0 ,20.6 ,1086.90 ,28.4 ,22.0 ,11.9 ,89.9 ,178.0 ,165.6 
1305,17-Apr ,1396.00 ,26.1 ,30.0 ,11.4 ,1085.45 ,22.4 ,20.0 ,6.4 ,66.3 ,166.2 ,154.5 
1306,16-Apr ,1396.76 ,25.6 ,30.0 ,14.6 ,1085.00 ,23.6 ,20.0 ,11.9 ,75.7 ,150.4 ,143.1 
1307,15-Apr ,1397.68 ,27.3 ,32.5 ,15.7 ,1084.30 ,24.2 ,16.0 ,14.6 ,81.8 ,134.1 ,135.8 
1308,14-Apr ,1398.74 ,27.4 ,27.5 ,21.0 ,1082.70 ,29.3 ,16.0 ,16.7 ,94.4 ,128.3 ,135.8 
1309,13-Apr ,1398.82 ,27.9 ,23.0 ,28.3 ,1080.10 ,29.7 ,16.0 ,18.8 ,104.7 ,120.0 ,136.7 
1310,12-Apr ,1397.91 ,29.3 ,18.0 ,33.6 ,1076.30 ,33.8 ,16.0 ,14.8 ,111.5 ,113.0 ,132.5 
1311,11-Apr ,1395.79 ,31.4 ,18.0 ,43.3 ,1071.30 ,28.3 ,16.0 ,14.8 ,117.8 ,127.7 ,126.9 
1312,10-Apr ,1393.29 ,30.6 ,18.0 ,27.4 ,1067.00 ,22.7 ,16.0 ,11.9 ,92.6 ,134.6 ,129.7 
1313,9-Apr ,1390.94 ,25.8 ,18.0 ,21.5 ,1064.00 ,20.8 ,16.0 ,11.9 ,80.0 ,154.3 ,131.0 
1314,8-Apr ,1389.45 ,23.8 ,18.0 ,19.2 ,1061.60 ,18.2 ,16.0 ,9.0 ,70.2 ,192.6 ,140.9 
1315,7-Apr ,1388.43 ,23.5 ,18.0 ,20.3 ,1060.70 ,18.0 ,16.0 ,11.9 ,73.7 ,286.7 ,142.1 
1316,6-Apr ,1387.47 ,22.9 ,18.0 ,21.8 ,1058.65 ,17.3 ,16.0 ,13.4 ,75.4 ,147.0 ,147.1 
1317,5-Apr ,1386.65 ,25.0 ,21.0 ,22.5 ,1056.80 ,23.8 ,16.0 ,13.4 ,84.7 ,109.2 ,153.1 
1318,4-Apr ,1386.00 ,23.0 ,22.4 ,15.8 ,1050.00 ,18.5 ,19.1 ,11.9 ,69.2 ,111.1 ,167.8 
1319,3-Apr ,1386.00 ,21.1 ,20.3 ,7.7 ,1050.00 ,16.3 ,17.1 ,13.3 ,58.4 ,118.1 ,146.1 
1320,2-Apr ,1386.00 ,18.3 ,17.5 ,6.0 ,1050.00 ,14.6 ,15.7 ,11.4 ,50.3 ,124.5 ,134.4 
1321,1-Apr ,1386.00 ,17.6 ,16.8 ,5.0 ,1050.00 ,14.4 ,15.5 ,7.4 ,44.4 ,123.8 ,123.1 
1322,31-Mar ,1386.00 ,17.7 ,16.9 ,6.7 ,1050.00 ,14.9 ,16.0 ,7.4 ,46.7 ,134.7 ,119.8 
1323,30-Mar ,1386.00 ,17.2 ,16.4 ,7.2 ,1050.00 ,13.3 ,14.5 ,7.4 ,45.1 ,116.5 ,128.9 
1324,29-Mar ,1386.00 ,17.2 ,16.4 ,7.1 ,1050.00 ,13.8 ,14.9 ,7.4 ,45.5 ,104.9 ,106.0 
1325,28-Mar ,1386.00 ,16.9 ,16.1 ,6.4 ,1050.00 ,12.2 ,13.4 ,6.7 ,42.2 ,89.9 ,107.0 
1326,27-Mar ,1386.00 ,16.8 ,16.3 ,8.6 ,1050.00 ,12.5 ,13.7 ,7.3 ,45.2 ,91.6 ,137.5 
1327,26-Mar ,1386.00 ,16.3 ,15.8 ,7.4 ,1050.00 ,10.9 ,12.1 ,7.2 ,41.8 ,114.0 ,118.5 
1328,25-Mar ,1386.00 ,16.8 ,16.2 ,5.9 ,1050.00 ,12.0 ,13.1 ,7.2 ,41.9 ,115.5 ,113.8 
1329,24-Mar ,1386.00 ,16.5 ,16.2 ,7.2 ,1050.00 ,11.3 ,12.5 ,7.2 ,42.2 ,106.1 ,97.8 
1330,23-Mar ,1386.00 ,16.5 ,16.5 ,6.9 ,1050.00 ,12.2 ,13.4 ,6.9 ,42.5 ,57.5 ,89.2 
1331,22-Mar ,1386.00 ,17.0 ,17.0 ,7.5 ,1050.00 ,12.5 ,13.7 ,7.2 ,44.2 ,51.5 ,95.2 
1332,21-Mar ,1386.00 ,15.7 ,15.7 ,8.9 ,1050.00 ,11.7 ,12.9 ,7.3 ,43.6 ,50.5 ,99.3 
1333,20-Mar ,1386.00 ,16.6 ,16.6 ,9.5 ,1050.00 ,11.9 ,13.1 ,6.6 ,44.6 ,49.7 ,101.8 
1334,19-Mar ,1386.00 ,17.7 ,17.7 ,9.8 ,1050.00 ,11.9 ,13.1 ,7.8 ,47.2 ,47.3 ,105.2 
1335,18-Mar ,1386.00 ,19.3 ,19.0 ,10.8 ,1050.00 ,13.7 ,14.9 ,7.8 ,51.6 ,51.6 ,94.3 
1336,17-Mar ,1386.00 ,21.1 ,20.8 ,26.1 ,1050.00 ,14.2 ,15.4 ,7.8 ,69.2 ,52.2 ,93.1 
1337,16-Mar ,1386.00 ,25.5 ,25.5 ,24.3 ,1050.00 ,13.8 ,15.0 ,6.6 ,70.2 ,50.1 ,85.9 
1338,15-Mar ,1386.00 ,26.6 ,26.4 ,11.6 ,1050.00 ,8.7 ,9.9 ,6.2 ,53.1 ,44.3 ,83.4 
1339,14-Mar ,1386.00 ,15.9 ,15.2 ,5.1 ,1050.00 ,8.2 ,9.4 ,5.9 ,35.1 ,83.3 ,88.5 
1340,13-Mar ,1386.00 ,14.6 ,13.8 ,4.4 ,1050.00 ,8.1 ,9.3 ,5.9 ,33.0 ,72.6 ,86.5 
1341,12-Mar ,1386.00 ,14.8 ,14.2 ,4.3 ,1050.00 ,8.6 ,9.8 ,5.9 ,33.6 ,71.8 ,90.3 
1342,11-Mar ,1386.00 ,14.8 ,14.3 ,4.6 ,1050.00 ,9.3 ,10.5 ,5.9 ,34.6 ,67.8 ,bsp;
1343,10-Mar ,1386.00 ,15.3 ,14.9 ,5.8 ,1050.00 ,9.5 ,10.8 ,7.2 ,37.8 ,56.5 ,71.3 
1344,9-Mar ,1386.00 ,15.2 ,14.7 ,6.0 ,1050.00 ,9.4 ,10.6 ,7.8 ,38.4 ,49.1 ,72.4 
1345,8-Mar ,1386.00 ,15.1 ,14.7 ,8.4 ,1050.00 ,9.1 ,10.3 ,7.8 ,40.4 ,49.1 ,71.7 
1346,7-Mar ,1386.00 ,16.5 ,16.2 ,11.5 ,1050.00 ,11.6 ,12.8 ,7.7 ,47.3 ,53.6 ,75.1 
1347,6-Mar ,1386.00 ,17.4 ,17.4 ,15.4 ,1050.00 ,14.4 ,15.7 ,9.1 ,56.3 ,53.8 ,76.9 
1348,5-Mar ,1386.00 ,19.2 ,19.2 ,18.2 ,1050.00 ,17.4 ,18.7 ,7.7 ,62.5 ,61.0 ,74.5 
1349,4-Mar ,1386.00 ,24.1 ,24.1 ,23.3 ,1050.00 ,12.1 ,13.3 ,8.6 ,68.1 ,46.7 ,75.3 
1350,3-Mar ,1386.00 ,20.7 ,20.7 ,12.2 ,1050.00 ,7.6 ,8.9 ,10.0 ,50.5 ,49.5 ,79.5 
1351,2-Mar ,1386.00 ,14.6 ,20.7 ,10.8 ,1050.00 ,7.1 ,8.3 ,6.6 ,39.1 ,51.4 ,68.2 
1352,1-Mar ,1387.20 ,16.0 ,31.3 ,11.2 ,1050.00 ,7.2 ,8.4 ,7.3 ,41.7 ,58.2 ,71.5 
1353,28-Feb ,1390.20 ,18.0 ,34.0 ,12.0 ,1050.00 ,6.8 ,8.0 ,7.2 ,44.0 ,59.6 ,70.1 
1354,27-Feb ,1393.20 ,20.1 ,35.0 ,12.2 ,1050.00 ,7.4 ,8.6 ,7.7 ,47.4 ,61.3 ,70.9 
1355,26-Feb ,1395.98 ,21.7 ,35.0 ,11.7 ,1050.00 ,6.1 ,7.4 ,7.7 ,47.2 ,63.3 ,75.5 
1356,25-Feb ,1398.47 ,17.8 ,35.0 ,12.2 ,1050.00 ,6.4 ,7.7 ,5.7 ,42.1 ,65.2 ,66.6 
1357,24-Feb ,1400.85 ,10.7 ,40.0 ,10.8 ,1050.00 ,6.7 ,7.3 ,5.9 ,34.1 ,77.2 ,66.4 
1358,23-Feb ,1403.62 ,11.6 ,40.0 ,10.5 ,1050.00 ,3.1 ,11.9 ,5.9 ,31.1 ,86.0 ,65.7 
1359,22-Feb ,1406.30 ,10.2 ,40.0 ,10.6 ,1056.40 ,2.1 ,18.0 ,5.9 ,28.8 ,100.5 ,62.7 
1360,21-Feb ,1409.00 ,11.2 ,40.0 ,10.7 ,1067.45 ,2.2 ,18.0 ,6.6 ,30.7 ,128.7 ,67.0 
1361,20-Feb ,1411.55 ,12.0 ,40.0 ,10.8 ,1072.80 ,2.1 ,18.0 ,7.1 ,32.0 ,106.5 ,62.5 
1362,19-Feb ,1414.00 ,12.9 ,40.0 ,10.1 ,1075.75 ,2.0 ,20.0 ,7.1 ,32.1 ,63.5 ,56.5 
1363,18-Feb ,1416.37 ,13.0 ,40.0 ,11.5 ,1079.10 ,1.9 ,20.0 ,7.2 ,33.6 ,61.3 ,57.8 
1364,17-Feb ,1418.73 ,14.8 ,40.0 ,11.5 ,1082.05 ,3.2 ,20.0 ,7.2 ,36.7 ,61.6 ,60.1 
1365,16-Feb ,1420.90 ,16.4 ,40.0 ,13.4 ,1084.65 ,3.3 ,20.0 ,5.7 ,38.8 ,57.6 ,62.9 
1366,15-Feb ,1422.90 ,15.8 ,40.0 ,15.4 ,1087.25 ,3.5 ,22.0 ,8.6 ,43.3 ,57.3 ,71.8 
1367,14-Feb ,1424.95 ,18.2 ,40.0 ,16.0 ,1089.95 ,3.6 ,22.0 ,8.6 ,46.4 ,59.5 ,62.5 
1368,13-Feb ,1426.80 ,20.5 ,40.0 ,12.8 ,1092.50 ,3.3 ,25.0 ,4.8 ,41.4 ,63.2 ,57.0 
1369,12-Feb ,1428.45 ,18.9 ,44.1 ,9.3 ,1095.30 ,3.7 ,25.0 ,4.2 ,36.1 ,61.8 ,55.9 
1370,11-Feb ,1430.56 ,17.7 ,45.0 ,9.6 ,1098.05 ,3.5 ,25.0 ,4.3 ,35.1 ,61.9 ,56.7 
1371,10-Feb ,1432.78 ,18.6 ,45.0 ,8.3 ,1100.70 ,3.7 ,20.0 ,4.4 ,35.0 ,64.6 ,72.6 
1372,9-Feb ,1434.93 ,18.1 ,42.0 ,8.3 ,1102.45 ,3.7 ,20.0 ,4.4 ,34.5 ,68.4 ,78.3 
1373,8-Feb ,1436.87 ,17.4 ,35.0 ,6.8 ,1104.20 ,4.6 ,12.0 ,4.6 ,33.4 ,71.5 ,65.9 
1374,7-Feb ,1438.30 ,18.6 ,35.0 ,7.2 ,1105.00 ,4.3 ,10.0 ,4.6 ,34.7 ,93.3 ,60.1 
1375,6-Feb ,1439.63 ,17.9 ,32.0 ,5.9 ,1105.60 ,4.0 ,8.0 ,4.7 ,32.5 ,142.0 ,75.3 
1376,5-Feb ,1440.74 ,17.2 ,32.0 ,6.6 ,1106.00 ,3.9 ,8.0 ,4.3 ,32.0 ,57.3 ,54.8 
1377,4-Feb ,1441.88 ,16.1 ,25.0 ,6.7 ,1106.40 ,3.9 ,8.0 ,4.3 ,31.0 ,54.5 ,47.2 
1378,3-Feb ,1442.57 ,16.6 ,25.0 ,6.6 ,1106.80 ,3.9 ,8.0 ,4.6 ,31.7 ,53.6 ,44.2 
1379,2-Feb ,1443.22 ,16.7 ,25.0 ,6.3 ,1107.20 ,3.7 ,8.0 ,4.6 ,31.3 ,54.9 ,44.1 
1380,1-Feb ,1443.86 ,16.8 ,25.0 ,5.9 ,1107.60 ,4.3 ,8.6 ,3.9 ,30.9 ,53.9 ,44.3 
1381,31-Jan ,1444.49 ,16.2 ,22.0 ,5.6 ,1108.00 ,3.9 ,10.0 ,3.9 ,29.6 ,56.2 ,46.1 
1382,30-Jan ,1444.94 ,16.3 ,22.0 ,5.8 ,1108.70 ,3.5 ,10.0 ,3.9 ,29.5 ,51.6 ,45.3 
1383,29-Jan ,1445.38 ,16.3 ,22.0 ,5.9 ,1109.40 ,4.2 ,10.0 ,4.5 ,30.9 ,54.0 ,45.4 
1384,28-Jan ,1445.82 ,16.4 ,21.8 ,6.0 ,1110.05 ,3.4 ,10.0 ,4.5 ,30.3 ,73.1 ,47.8 
1385,27-Jan ,1446.24 ,16.5 ,22.2 ,5.8 ,1110.70 ,3.4 ,5.0 ,4.6 ,30.3 ,110.9 ,52.4 
1386,26-Jan ,1446.68 ,16.8 ,22.0 ,5.9 ,1110.90 ,4.0 ,5.0 ,5.1 ,31.8 ,56.7 ,45.8 
1387,25-Jan ,1447.08 ,16.8 ,22.0 ,6.2 ,1111.05 ,4.9 ,0.1 ,5.5 ,33.4 ,39.2 ,44.7 
1388,24-Jan ,1447.48 ,16.6 ,22.0 ,6.2 ,1110.65 ,5.7 ,0.1 ,5.3 ,33.8 ,37.2 ,44.9 
1389,23-Jan ,1447.90 ,16.4 ,22.0 ,6.0 ,1110.20 ,5.5 ,0.1 ,5.3 ,33.2 ,38.4 ,45.3 
1390,22-Jan ,1448.33 ,16.7 ,22.0 ,5.7 ,1109.75 ,4.9 ,0.1 ,5.5 ,32.8 ,37.8 ,43.9 
1391,21-Jan ,1448.74 ,17.1 ,22.0 ,6.2 ,1109.30 ,4.5 ,0.1 ,5.5 ,33.3 ,38.5 ,45.7 
1392,20-Jan ,1449.12 ,16.2 ,22.0 ,5.7 ,1108.85 ,3.9 ,0.1 ,5.3 ,31.1 ,39.0 ,48.6 
1393,19-Jan ,1449.57 ,16.5 ,20.0 ,5.6 ,1108.40 ,3.8 ,0.1 ,5.3 ,31.2 ,38.7 ,53.7 
1394,18-Jan ,1449.84 ,13.5 ,18.0 ,5.8 ,1107.95 ,4.9 ,0.1 ,5.2 ,29.4 ,40.3 ,48.2 
1395,17-Jan ,1450.12 ,14.6 ,18.0 ,5.8 ,1107.45 ,4.8 ,0.1 ,5.2 ,30.4 ,38.3 ,44.1 
1396,16-Jan ,1450.29 ,14.3 ,17.9 ,5.4 ,1106.95 ,5.3 ,0.1 ,5.4 ,30.4 ,38.7 ,42.0 
1397,15-Jan ,1450.47 ,15.7 ,5.0 ,5.0 ,1106.40 ,5.3 ,0.1 ,6.0 ,32.0 ,37.8 ,41.0 
1398,14-Jan ,1449.90 ,12.3 ,5.0 ,4.4 ,1105.85 ,4.6 ,0.1 ,6.0 ,27.3 ,38.1 ,42.2 
1399,13-Jan ,1449.34 ,12.5 ,5.0 ,5.5 ,1105.35 ,5.0 ,0.1 ,5.2 ,28.2 ,38.6 ,41.9 
1400,12-Jan ,1448.76 ,12.4 ,5.0 ,5.3 ,1104.80 ,4.9 ,5.0 ,5.2 ,27.8 ,39.3 ,43.5 
1401,11-Jan ,1448.19 ,12.6 ,5.0 ,4.2 ,1104.80 ,4.9 ,5.0 ,5.2 ,26.9 ,37.3 ,46.6 
1402,10-Jan ,1447.62 ,13.0 ,5.0 ,3.9 ,1104.80 ,4.9 ,5.0 ,5.6 ,27.4 ,40.3 ,43.4 
1403,9-Jan ,1447.04 ,12.9 ,5.0 ,4.2 ,1104.80 ,4.8 ,5.0 ,5.6 ,27.5 ,42.4 ,42.4 
1404,8-Jan ,1446.47 ,13.4 ,5.0 ,4.1 ,1104.80 ,5.8 ,5.0 ,5.6 ,28.9 ,44.4 ,42.3 
1405,7-Jan ,1445.86 ,13.7 ,5.0 ,4.1 ,1104.70 ,5.8 ,5.0 ,6.7 ,30.3 ,44.6 ,42.1 
1406,6-Jan ,1445.23 ,13.8 ,5.0 ,4.0 ,1104.60 ,5.3 ,5.0 ,5.8 ,28.9 ,40.5 ,41.7 
1407,5-Jan ,1444.59 ,13.5 ,5.0 ,3.7 ,1104.55 ,5.3 ,5.0 ,5.8 ,28.3 ,40.1 ,41.2 
1408,4-Jan ,1443.97 ,13.7 ,5.0 ,3.7 ,1104.50 ,4.9 ,5.0 ,5.8 ,28.1 ,36.7 ,40.8 
1409,3-Jan ,1443.34 ,&nbsp,,,,,,,,,
