,Time,Indus_levels,Indus_Inflow,Indus_Outflow,Kabul_Inflow,Jhelum_levels,Jhelum_Inflow,Jhelum_Outflow,Chenab_Inflow,System_Inflow_now,System_Inflow_past,System_Inflow_avg
561,3-May ,1479.78 ,55.9 ,60.0 ,54.3 ,1208.20 ,61.0 ,28.0 ,28.7 ,199.9 ,172.4 ,160.5 
562,2-May ,1480.00 ,50.5 ,49.9 ,53.7 ,1207.20 ,59.4 ,28.0 ,28.6 ,192.2 ,178.1 ,163.0 
563,1-May ,1480.00 ,47.4 ,41.9 ,56.5 ,1206.25 ,59.4 ,28.0 ,25.4 ,188.7 ,181.0 ,164.3 
564,30-Apr ,1479.77 ,41.3 ,30.0 ,57.1 ,1205.30 ,54.4 ,28.0 ,31.3 ,184.1 ,191.0 ,163.4 
565,29-Apr ,1479.27 ,40.1 ,30.0 ,49.0 ,1204.50 ,56.1 ,28.0 ,25.4 ,170.6 ,196.3 ,161.2 
566,28-Apr ,1478.83 ,38.1 ,30.0 ,42.9 ,1203.65 ,59.4 ,28.0 ,26.7 ,167.1 ,209.5 ,163.1 
567,27-Apr ,1478.48 ,32.7 ,33.0 ,37.7 ,1202.70 ,53.7 ,35.5 ,29.8 ,153.9 ,232.6 ,162.8 
568,26-Apr ,1478.52 ,32.2 ,40.0 ,38.0 ,1202.15 ,51.6 ,40.0 ,23.0 ,144.8 ,229.2 ,156.4 
569,25-Apr ,1478.91 ,29.6 ,40.0 ,39.5 ,1201.80 ,51.6 ,40.0 ,23.0 ,143.7 ,221.6 ,157.4 
570,24-Apr ,1479.42 ,28.0 ,40.0 ,41.2 ,1201.45 ,48.2 ,35.0 ,20.0 ,137.4 ,203.8 ,158.0 
571,23-Apr ,1480.00 ,30.0 ,29.4 ,43.5 ,1201.05 ,43.3 ,35.0 ,21.5 ,138.3 ,190.3 ,165.9 
572,22-Apr ,1479.99 ,28.1 ,15.0 ,47.3 ,1200.80 ,49.9 ,35.0 ,23.1 ,148.4 ,188.5 ,169.2 
573,21-Apr ,1479.40 ,31.3 ,15.0 ,53.0 ,1200.35 ,53.3 ,32.6 ,26.1 ,163.7 ,182.7 ,163.5 
574,20-Apr ,1478.66 ,32.4 ,20.0 ,55.8 ,1199.70 ,63.3 ,30.0 ,31.4 ,182.9 ,203.9 ,162.4 
575,19-Apr ,1478.10 ,35.4 ,19.5 ,62.4 ,1198.60 ,60.2 ,30.0 ,33.7 ,191.7 ,238.9 ,166.7 
576,18-Apr ,1477.38 ,35.8 ,15.0 ,75.3 ,1197.60 ,51.2 ,30.0 ,29.1 ,191.4 ,263.1 ,163.5 
577,17-Apr ,1476.43 ,35.6 ,13.0 ,110.9 ,1196.90 ,56.2 ,32.0 ,30.8 ,233.5 ,178.2 ,139.7 
578,16-Apr ,1475.40 ,46.9 ,20.0 ,107.3 ,1196.10 ,47.1 ,32.0 ,29.0 ,230.3 ,170.2 ,130.7 
579,15-Apr ,1474.17 ,30.5 ,30.0 ,38.6 ,1195.60 ,44.1 ,32.0 ,22.7 ,135.9 ,190.0 ,130.6 
580,14-Apr ,1474.17 ,25.7 ,20.0 ,26.8 ,1195.20 ,41.1 ,35.0 ,22.7 ,116.3 ,181.2 ,132.5 
581,13-Apr ,1473.93 ,24.7 ,20.0 ,26.3 ,1195.00 ,41.1 ,35.0 ,19.5 ,111.6 ,176.9 ,133.0 
582,12-Apr ,1473.73 ,25.0 ,25.0 ,26.2 ,1194.80 ,38.0 ,35.0 ,22.7 ,111.9 ,185.3 ,132.3 
583,11-Apr ,1473.75 ,25.0 ,25.0 ,27.2 ,1194.70 ,38.0 ,35.0 ,19.5 ,109.7 ,174.1 ,127.1 
584,10-Apr ,1473.77 ,22.8 ,25.0 ,25.9 ,1194.60 ,38.0 ,35.0 ,19.4 ,106.1 ,156.4 ,123.2 
585,9-Apr ,1473.89 ,22.6 ,5.0 ,25.9 ,1194.50 ,38.0 ,35.0 ,22.4 ,108.9 ,162.0 ,126.0 
586,8-Apr ,1473.09 ,24.7 ,5.0 ,23.5 ,1194.40 ,38.8 ,31.3 ,22.4 ,109.4 ,156.2 ,136.0 
587,7-Apr ,1472.19 ,24.3 ,5.0 ,24.2 ,1194.15 ,43.2 ,25.0 ,19.2 ,110.9 ,147.8 ,146.3 
588,6-Apr ,1471.31 ,25.8 ,5.0 ,24.7 ,1193.55 ,41.6 ,25.0 ,22.1 ,114.2 ,137.0 ,136.3 
589,5-Apr ,1470.35 ,26.3 ,5.0 ,28.8 ,1193.00 ,45.8 ,5.0 ,25.0 ,125.9 ,118.8 ,146.7 
590,4-Apr ,1469.35 ,29.3 ,5.0 ,30.2 ,1191.65 ,53.4 ,5.0 ,27.7 ,140.6 ,119.5 ,157.5 
591,3-Apr ,1468.20 ,34.1 ,5.0 ,27.7 ,1190.05 ,54.1 ,5.0 ,30.6 ,146.5 ,110.6 ,132.0 
592,2-Apr ,1466.82 ,37.4 ,5.0 ,29.2 ,1188.30 ,62.4 ,5.0 ,30.6 ,159.6 ,109.2 ,119.6 
593,1-Apr ,1465.28 ,33.9 ,5.0 ,32.9 ,1186.25 ,47.0 ,5.0 ,26.7 ,140.5 ,124.8 ,115.3 
594,31-Mar ,1463.91 ,26.3 ,5.0 ,32.9 ,1184.75 ,46.4 ,10.0 ,36.3 ,141.9 ,125.0 ,121.0 
595,30-Mar ,1462.90 ,32.2 ,5.0 ,33.4 ,1183.45 ,59.0 ,10.0 ,40.1 ,164.7 ,97.5 ,127.7 
596,29-Mar ,1461.61 ,39.3 ,5.0 ,33.0 ,1181.70 ,84.1 ,10.8 ,66.6 ,223.0 ,79.6 ,102.6 
597,28-Mar ,1459.98 ,31.2 ,5.0 ,36.4 ,1179.00 ,92.2 ,15.0 ,89.3 ,249.1 ,80.3 ,103.2 
598,27-Mar ,1458.69 ,26.6 ,5.0 ,34.6 ,1176.00 ,32.7 ,25.0 ,18.3 ,112.2 ,75.7 ,131.2 
599,26-Mar ,1457.63 ,30.4 ,5.0 ,26.1 ,1175.70 ,37.9 ,25.0 ,18.3 ,112.7 ,72.8 ,113.2 
600,25-Mar ,1456.38 ,26.0 ,5.0 ,20.9 ,1175.20 ,34.0 ,25.0 ,18.4 ,99.3 ,72.2 ,111.2 
601,24-Mar ,1455.35 ,22.9 ,5.0 ,19.1 ,1174.85 ,27.6 ,25.0 ,25.3 ,94.9 ,76.9 ,96.3 
602,23-Mar ,1454.47 ,23.6 ,5.0 ,15.8 ,1174.75 ,27.6 ,25.0 ,17.5 ,84.5 ,77.9 ,87.0 
603,22-Mar ,1453.56 ,20.7 ,5.0 ,12.1 ,1174.65 ,27.6 ,25.0 ,17.0 ,77.4 ,84.7 ,91.5 
604,21-Mar ,1452.79 ,20.9 ,5.0 ,13.0 ,1174.55 ,23.7 ,25.0 ,17.0 ,74.6 ,86.7 ,96.6 
605,20-Mar ,1452.02 ,20.5 ,5.0 ,13.2 ,1174.60 ,26.3 ,25.0 ,14.0 ,74.0 ,69.5 ,96.6 
606,19-Mar ,1451.28 ,21.6 ,5.0 ,12.8 ,1174.55 ,26.4 ,20.0 ,20.8 ,81.6 ,65.0 ,100.3 
607,18-Mar ,1450.48 ,19.0 ,5.0 ,13.0 ,1174.30 ,23.9 ,20.0 ,17.9 ,73.8 ,62.2 ,89.5 
608,17-Mar ,1449.67 ,15.2 ,5.0 ,12.5 ,1174.15 ,25.1 ,20.0 ,21.9 ,74.7 ,64.0 ,90.7 
609,16-Mar ,1448.85 ,15.9 ,5.0 ,12.7 ,1173.95 ,25.1 ,20.0 ,24.9 ,78.6 ,67.6 ,84.9 
610,15-Mar ,1448.03 ,15.8 ,5.0 ,16.5 ,1173.75 ,27.7 ,20.0 ,28.4 ,88.4 ,70.7 ,81.7 
611,14-Mar ,1447.16 ,16.6 ,5.0 ,17.4 ,1173.45 ,31.7 ,15.0 ,21.4 ,87.1 ,74.4 ,86.1 
612,13-Mar ,1446.23 ,16.3 ,5.0 ,15.7 ,1172.80 ,34.3 ,6.0 ,49.2 ,115.5 ,82.6 ,84.7 
613,12-Mar ,1445.32 ,17.6 ,5.0 ,15.2 ,1171.70 ,29.2 ,6.0 ,13.9 ,75.9 ,63.7 ,86.2 
614,11-Mar ,1444.31 ,18.1 ,5.0 ,17.5 ,1170.80 ,30.1 ,6.0 ,16.8 ,82.5 ,59.8 ,72.0 
615,10-Mar ,1443.26 ,20.9 ,5.0 ,24.6 ,1169.85 ,32.6 ,8.0 ,13.9 ,92.0 ,60.6 ,67.5 
616,9-Mar ,1441.98 ,29.0 ,8.0 ,28.3 ,1168.80 ,51.5 ,15.0 ,28.4 ,137.2 ,64.8 ,67.9 
617,8-Mar ,1440.29 ,28.9 ,10.0 ,25.7 ,1167.25 ,37.3 ,15.0 ,25.5 ,117.4 ,65.9 ,67.1 
618,7-Mar ,1438.74 ,20.7 ,13.0 ,21.7 ,1166.30 ,25.0 ,25.0 ,24.1 ,91.5 ,67.1 ,70.0 
619,6-Mar ,1438.12 ,18.9 ,15.0 ,17.1 ,1166.30 ,23.6 ,33.0 ,13.5 ,73.1 ,69.8 ,74.0 
620,5-Mar ,1437.79 ,21.0 ,25.0 ,12.7 ,1166.70 ,20.4 ,35.7 ,13.5 ,67.6 ,71.9 ,73.8 
621,4-Mar ,1438.13 ,22.3 ,35.0 ,15.4 ,1167.35 ,20.4 ,35.7 ,16.4 ,74.5 ,76.4 ,77.1 
622,3-Mar ,1439.00 ,22.8 ,38.0 ,14.8 ,1168.00 ,21.6 ,35.7 ,11.5 ,70.7 ,67.5 ,78.7 
623,2-Mar ,1440.46 ,23.4 ,38.0 ,11.4 ,1168.60 ,27.5 ,35.7 ,16.4 ,78.7 ,65.9 ,66.7 
624,1-Mar ,1441.58 ,25.1 ,38.0 ,10.8 ,1168.95 ,34.5 ,35.7 ,15.4 ,85.8 ,64.9 ,69.8 
625,29-Feb ,1442.57 ,24.0 ,38.0 ,9.3 ,1169.00 ,21.6 ,35.7 ,12.2 ,67.1 ,0.0 ,47.5 
626,28-Feb ,1443.65 ,22.6 ,40.0 ,8.3 ,1169.60 ,16.0 ,35.7 ,15.1 ,62.0 ,66.5 ,69.3 
627,27-Feb ,1444.99 ,22.0 ,40.0 ,8.7 ,1170.40 ,14.3 ,40.0 ,11.2 ,56.2 ,68.3 ,69.8 
628,26-Feb ,1446.37 ,23.1 ,40.0 ,9.9 ,1171.40 ,15.6 ,40.0 ,10.6 ,59.2 ,73.6 ,73.4 
629,25-Feb ,1447.67 ,23.2 ,40.0 ,10.8 ,1172.35 ,15.6 ,40.0 ,10.7 ,60.3 ,71.3 ,64.0 
630,24-Feb ,1448.96 ,20.7 ,43.0 ,10.9 ,1173.30 ,15.6 ,40.0 ,10.5 ,57.7 ,87.8 ,67.1 
631,23-Feb ,1450.43 ,13.3 ,43.0 ,10.9 ,1174.25 ,15.6 ,40.0 ,10.5 ,50.3 ,102.6 ,66.3 
632,22-Feb ,1451.89 ,14.6 ,43.0 ,10.2 ,1175.20 ,16.8 ,40.0 ,10.1 ,51.7 ,171.5 ,70.4 
633,21-Feb ,1453.29 ,14.5 ,45.0 ,9.6 ,1176.10 ,16.8 ,40.0 ,15.3 ,56.2 ,61.8 ,64.3 
634,20-Feb ,1454.79 ,15.9 ,45.0 ,8.7 ,1177.00 ,14.3 ,40.0 ,15.3 ,54.2 ,62.1 ,60.8 
635,19-Feb ,1456.22 ,13.4 ,50.0 ,9.4 ,1178.00 ,19.4 ,40.0 ,17.8 ,60.0 ,64.5 ,55.1 
636,18-Feb ,1458.02 ,14.9 ,60.0 ,9.4 ,1178.80 ,15.4 ,45.0 ,17.6 ,57.3 ,63.9 ,56.1 
637,17-Feb ,1460.23 ,13.5 ,60.0 ,10.6 ,1179.95 ,18.5 ,45.0 ,11.7 ,54.3 ,73.3 ,59.4 
638,16-Feb ,1462.44 ,14.4 ,60.0 ,10.9 ,1180.90 ,17.0 ,45.0 ,13.3 ,55.6 ,77.7 ,60.3 
639,15-Feb ,1464.61 ,19.5 ,55.0 ,9.2 ,1181.90 ,18.4 ,45.0 ,13.3 ,60.4 ,60.7 ,65.6 
640,14-Feb ,1466.30 ,17.5 ,48.0 ,8.5 ,1182.85 ,12.8 ,45.0 ,12.8 ,51.6 ,52.7 ,59.8 
641,13-Feb ,1467.75 ,15.6 ,48.0 ,8.2 ,1184.00 ,14.2 ,45.0 ,12.8 ,50.8 ,53.6 ,54.8 
642,12-Feb ,1469.29 ,14.7 ,48.0 ,8.6 ,1185.10 ,10.4 ,30.0 ,12.7 ,46.4 ,53.9 ,53.8 
643,11-Feb ,1470.85 ,14.8 ,48.0 ,10.0 ,1185.80 ,12.4 ,25.0 ,12.7 ,49.9 ,55.0 ,54.8 
644,10-Feb ,1472.39 ,15.2 ,45.0 ,10.3 ,1186.25 ,12.2 ,15.0 ,10.3 ,48.0 ,61.5 ,71.3 
645,9-Feb ,1473.77 ,14.6 ,28.0 ,10.2 ,1186.35 ,10.8 ,15.0 ,12.7 ,48.3 ,74.2 ,77.9 
646,8-Feb ,1474.39 ,15.5 ,28.0 ,9.4 ,1186.50 ,13.6 ,15.0 ,12.7 ,51.2 ,114.0 ,69.6 
647,7-Feb ,1474.97 ,15.1 ,28.0 ,9.4 ,1186.55 ,10.8 ,15.0 ,10.3 ,45.6 ,48.9 ,55.9 
648,6-Feb ,1475.57 ,16.0 ,35.0 ,9.9 ,1186.70 ,14.4 ,20.0 ,12.7 ,53.0 ,44.2 ,71.9 
649,5-Feb ,1476.45 ,14.7 ,35.0 ,9.7 ,1186.90 ,13.6 ,15.0 ,10.3 ,48.3 ,49.4 ,53.0 
650,4-Feb ,1477.39 ,16.4 ,35.0 ,9.7 ,1186.95 ,13.6 ,15.0 ,12.7 ,52.4 ,45.9 ,44.7 
651,3-Feb ,1478.25 ,16.9 ,35.0 ,10.3 ,1187.00 ,15.0 ,15.0 ,12.7 ,54.9 ,49.8 ,42.3 
652,2-Feb ,1479.09 ,16.0 ,35.0 ,11.0 ,1187.00 ,10.8 ,15.0 ,12.7 ,50.5 ,48.6 ,42.6 
653,1-Feb ,1479.97 ,15.5 ,35.0 ,10.5 ,1187.15 ,13.6 ,15.0 ,12.7 ,52.3 ,44.1 ,42.3 
654,31-Jan ,1480.84 ,16.8 ,35.0 ,10.3 ,1187.20 ,13.6 ,15.0 ,15.0 ,55.7 ,42.0 ,43.1 
655,30-Jan ,1481.65 ,17.1 ,25.0 ,10.5 ,1187.25 ,16.4 ,15.0 ,24.5 ,68.5 ,41.2 ,41.2 
656,29-Jan ,1482.00 ,17.1 ,17.1 ,10.6 ,1187.20 ,19.8 ,10.0 ,17.4 ,64.9 ,42.8 ,40.4 
657,28-Jan ,1482.00 ,15.8 ,15.8 ,10.6 ,1186.85 ,15.6 ,10.0 ,12.7 ,54.7 ,43.8 ,42.3 
658,27-Jan ,1482.00 ,17.2 ,17.2 ,10.6 ,1186.65 ,13.2 ,2.0 ,12.3 ,53.3 ,46.7 ,48.3 
659,26-Jan ,1482.00 ,16.8 ,16.8 ,11.3 ,1186.25 ,14.6 ,2.0 ,13.6 ,56.3 ,47.9 ,43.1 
660,25-Jan ,1482.00 ,16.6 ,16.6 ,10.7 ,1185.80 ,13.0 ,3.2 ,13.6 ,53.9 ,48.6 ,42.6 
661,24-Jan ,1482.00 ,17.8 ,17.8 ,10.4 ,1185.45 ,14.8 ,5.0 ,12.3 ,55.3 ,58.0 ,43.7 
662,23-Jan ,1482.00 ,16.1 ,16.1 ,10.6 ,1185.10 ,14.8 ,5.0 ,12.3 ,53.8 ,82.0 ,46.3 
663,22-Jan ,1482.00 ,20.3 ,20.3 ,11.0 ,1184.75 ,16.2 ,5.0 ,12.3 ,59.8 ,46.7 ,40.6 
664,21-Jan ,1482.00 ,17.8 ,17.8 ,11.2 ,1184.35 ,14.8 ,5.0 ,13.6 ,57.4 ,35.0 ,39.4 
665,20-Jan ,1482.00 ,16.8 ,16.8 ,10.6 ,1184.00 ,16.9 ,0.1 ,13.6 ,57.9 ,34.6 ,40.2 
666,19-Jan ,1482.00 ,16.6 ,16.6 ,11.0 ,1183.40 ,16.9 ,0.1 ,13.6 ,58.1 ,35.1 ,42.2 
667,18-Jan ,1482.00 ,15.6 ,15.6 ,11.6 ,1182.80 ,16.9 ,0.1 ,16.1 ,60.2 ,34.6 ,41.6 
668,17-Jan ,1482.00 ,15.7 ,15.7 ,12.5 ,1182.20 ,14.1 ,0.1 ,22.0 ,64.3 ,33.8 ,41.5 
669,16-Jan ,1482.00 ,17.7 ,17.7 ,14.6 ,1181.70 ,14.1 ,0.1 ,22.0 ,68.4 ,34.3 ,39.9 
670,15-Jan ,1482.00 ,19.5 ,19.5 ,13.4 ,1181.20 ,23.9 ,0.1 ,35.9 ,92.7 ,32.6 ,38.8 
671,14-Jan ,1482.00 ,23.6 ,16.0 ,10.4 ,1180.35 ,40.8 ,0.1 ,44.6 ,119.4 ,33.3 ,39.2 
672,13-Jan ,1481.66 ,17.0 ,8.0 ,8.7 ,1178.80 ,9.3 ,1.6 ,12.9 ,47.9 ,33.3 ,39.0 
673,12-Jan ,1481.26 ,16.1 ,8.0 ,8.2 ,1178.50 ,10.0 ,10.0 ,17.1 ,51.4 ,31.5 ,38.6 
674,11-Jan ,1480.90 ,16.3 ,8.0 ,7.9 ,1178.50 ,9.1 ,1.4 ,17.1 ,50.4 ,30.6 ,38.5 
675,10-Jan ,1480.53 ,16.8 ,8.0 ,8.0 ,1178.20 ,9.1 ,1.4 ,17.1 ,51.0 ,30.8 ,38.7 
676,9-Jan ,1480.17 ,17.0 ,8.0 ,9.1 ,1177.90 ,10.4 ,1.4 ,18.9 ,55.4 ,30.8 ,39.1 
677,8-Jan ,1479.79 ,17.1 ,8.0 ,8.1 ,1177.55 ,11.7 ,1.4 ,9.1 ,46.0 ,32.0 ,39.9 
678,7-Jan ,1479.40 ,17.5 ,8.0 ,7.2 ,1177.15 ,9.8 ,2.0 ,7.8 ,42.3 ,31.4 ,40.1 
679,6-Jan ,1478.99 ,16.3 ,8.0 ,5.7 ,1176.85 ,8.6 ,6.0 ,7.8 ,38.4 ,31.0 ,39.4 
680,5-Jan ,1478.64 ,16.9 ,8.0 ,6.4 ,1176.75 ,9.9 ,6.0 ,9.1 ,42.3 ,30.5 ,38.9 
681,4-Jan ,1478.26 ,16.5 ,8.0 ,6.4 ,1176.60 ,11.1 ,6.0 ,9.1 ,43.1 ,31.0 ,38.8 
682,3-Jan ,1477.90 ,16.3 ,8.0 ,6.1 ,1176.40 ,9.9 ,6.0 ,9.1 ,41.4 ,30.8 ,39.5 
683,2-Jan ,1477.55 ,16.9 ,8.0 ,6.6 ,1176.25 ,11.1 ,6.0 ,9.3 ,43.9 ,31.8 ,39.2 
684,1-Jan ,1477.17 ,17.1 ,8.0 ,6.2 ,1176.05 ,11.1 ,6.0 ,9.3 ,43.7 ,31.8 ,38.9 
685,31-Dec ,1476.78 ,16.1 ,10.0 ,6.9 ,1175.85 ,10.6 ,8.0 ,9.6 ,43.2 ,33.1 ,40.5 
686,30-Dec ,1476.53 ,17.0 ,12.0 ,8.1 ,1175.75 ,10.6 ,8.0 ,9.6 ,45.3 ,32.6 ,40.3 
687,29-Dec ,1476.33 ,16.4 ,12.0 ,7.7 ,1175.65 ,10.6 ,8.0 ,10.9 ,45.6 ,32.9 ,39.3 
688,28-Dec ,1476.16  ,17.7 ,12.0 ,7.2 ,1175.55 ,11.9 ,8.0 ,12.9 ,49.7 ,36.0 ,38.8 
689,27-Dec ,1475.93 ,18.2 ,12.0 ,7.1 ,1175.40 ,10.6 ,8.0 ,12.9 ,48.8 ,36.5 ,39.4 
690,26-Dec ,1475.66 ,18.0 ,12.0 ,7.8 ,1175.30 ,11.9 ,8.0 ,11.5 ,49.2 ,33.4 ,38.4 
691,25-Dec ,1475.40 ,16.8 ,12.0 ,7.2 ,1175.15 ,12.9 ,18.0 ,11.6 ,48.5 ,31.9 ,40.5 
692,24-Dec ,1475.20 ,17.2 ,12.0 ,7.5 ,1175.35 ,12.9 ,18.0 ,14.8 ,52.4 ,36.1 ,40.5 
693,23-Dec ,1474.98 ,17.7 ,18.0 ,7.2 ,1175.55 ,14.1 ,18.0 ,12.2 ,51.2 ,35.7 ,40.3 
694,22-Dec ,1475.02 ,19.0 ,18.0 ,7.5 ,1175.70 ,12.9 ,18.0 ,14.8 ,54.2 ,32.3 ,40.5 
695,21-Dec ,1475.00 ,18.2 ,18.0 ,7.8 ,1175.90 ,12.9 ,18.0 ,12.2 ,51.1 ,35.2 ,41.1 
696,20-Dec ,1475.02 ,19.0 ,18.0 ,6.9 ,1176.10 ,14.9 ,20.0 ,11.6 ,52.4 ,36.8 ,41.8 
697,19-Dec ,1475.00 ,19.0 ,20.0 ,7.7 ,1176.30 ,14.9 ,20.0 ,11.6 ,53.2 ,38.1 ,42.5 
698,18-Dec ,1475.08 ,19.0 ,25.0 ,7.8 ,1176.50 ,13.6 ,20.0 ,14.8 ,55.2 ,37.9 ,43.1 
699,17-Dec ,1475.39 ,20.7 ,25.0 ,8.3 ,1176.75 ,13.6 ,20.0 ,16.0 ,58.6 ,40.7 ,45.1 
700,16-Dec ,1475.62 ,20.3 ,25.0 ,8.1 ,1177.00 ,14.9 ,20.0 ,17.5 ,60.8 ,41.1 ,45.6 
701,15-Dec ,1475.87 ,21.0 ,25.0 ,8.4 ,1177.20 ,15.7 ,26.0 ,36.1 ,81.2 ,43.0 ,46.6 
702,14-Dec ,1476.09 ,19.7 ,25.0 ,8.4 ,1177.60 ,15.7 ,26.0 ,60.0 ,103.8 ,46.3 ,47.1 
703,13-Dec ,1476.37 ,19.0 ,28.0 ,8.1 ,1178.00 ,16.1 ,29.0 ,10.4 ,53.6 ,40.3 ,46.9 
704,12-Dec ,1476.82 ,20.3 ,28.0 ,8.2 ,1178.50 ,14.3 ,31.0 ,10.4 ,53.2 ,42.1 ,47.7 
705,11-Dec ,1477.20 ,20.7 ,28.0 ,8.0 ,1179.15 ,14.3 ,31.0 ,10.3 ,53.3 ,41.7 ,45.5 
706,10-Dec ,1477.56 ,19.1 ,33.3 ,8.8 ,1179.80 ,13.1 ,35.0 ,9.8 ,50.8 ,42.8 ,45.3 
707,9-Dec ,1478.24 ,21.3 ,40.0 ,9.1 ,1180.60 ,15.4 ,35.0 ,12.6 ,58.4 ,41.1 ,45.7 
708,8-Dec ,1479.13 ,21.1 ,40.0 ,9.7 ,1181.30 ,15.4 ,35.0 ,12.6 ,58.8 ,41.8 ,46.8 
709,7-Dec ,1480.03 ,20.5 ,40.0 ,8.4 ,1182.00 ,15.4 ,35.0 ,12.6 ,56.9 ,40.2 ,47.7 
710,6-Dec ,1480.92 ,21.6 ,50.0 ,8.8 ,1182.70 ,15.4 ,35.0 ,12.6 ,58.4 ,41.3 ,47.6 
711,5-Dec ,1482.21 ,20.5 ,55.0 ,9.1 ,1183.40 ,18.2 ,35.0 ,11.6 ,59.4 ,41.4 ,47.8 
712,4-Dec ,1483.77 ,22.7 ,55.0 ,9.2 ,1184.00 ,16.6 ,32.0 ,11.6 ,60.1 ,43.8 ,48.4 
713,3-Dec ,1485.23 ,23.0 ,55.0 ,9.3 ,1184.55 ,17.2 ,27.0 ,15.4 ,64.9 ,45.2 ,48.5 
714,2-Dec ,1486.68 ,23.9 ,55.0 ,10.3 ,1184.90 ,18.6 ,27.0 ,18.3 ,71.1 ,47.0 ,48.5 
715,1-Dec ,1488.09 ,25.4 ,55.0 ,11.0 ,1185.20 ,22.8 ,27.0 ,18.3 ,77.5 ,48.5 ,49.7 
716,30-Nov ,1489.43 ,24.5 ,55.0 ,10.4 ,1185.35 ,24.2 ,27.0 ,21.2 ,80.3 ,48.6 ,50.3 
717,29-Nov ,1490.78 ,24.5 ,45.0 ,10.6 ,1185.45 ,24.2 ,27.0 ,24.1 ,83.4 ,50.1 ,50.3 
718,28-Nov ,1491.68 ,24.3 ,45.0 ,11.4 ,1185.55 ,18.6 ,27.0 ,15.4 ,69.7 ,51.8 ,50.5 
719,27-Nov ,1492.59 ,25.2 ,45.0 ,11.7 ,1185.85 ,20.0 ,27.0 ,13.0 ,69.9 ,50.5 ,50.8 
720,26-Nov ,1493.46 ,25.2 ,45.0 ,11.4 ,1186.10 ,21.4 ,27.0 ,11.5 ,69.5 ,52.3 ,51.7 
721,25-Nov ,1494.33 ,27.5 ,55.0 ,11.5 ,1186.30 ,27.0 ,27.0 ,10.2 ,76.2 ,51.3 ,52.9 
722,24-Nov ,1495.53 ,29.8 ,55.0 ,11.3 ,1186.30 ,18.6 ,27.0 ,10.2 ,69.9 ,53.9 ,52.7 
723,23-Nov ,1496.63 ,27.5 ,55.0 ,11.1 ,1186.60 ,18.8 ,30.0 ,11.6 ,69.0 ,54.8 ,53.1 
724,22-Nov ,1497.83 ,26.6 ,55.0 ,11.4 ,1187.00 ,20.4 ,33.0 ,12.6 ,71.0 ,46.3 ,52.2 
725,21-Nov ,1499.07 ,26.2 ,55.0 ,11.4 ,1187.45 ,19.0 ,33.0 ,12.6 ,69.2 ,45.4 ,54.0 
726,20-Nov ,1500.31 ,26.1 ,55.0 ,12.6 ,1187.95 ,19.6 ,35.0 ,12.6 ,70.9 ,44.4 ,52.9 
727,19-Nov ,1501.51 ,28.1 ,55.0 ,14.3 ,1188.50 ,21.0 ,35.0 ,12.6 ,76.0 ,46.6 ,54.1 
728,18-Nov ,1502.63 ,30.4 ,60.0 ,17.3 ,1189.00 ,24.4 ,37.0 ,12.6 ,84.7 ,49.2 ,56.4 
729,17-Nov ,1503.86 ,36.2 ,60.0 ,9.7 ,1189.45 ,28.6 ,37.0 ,12.6 ,87.1 ,51.0 ,58.2 
730,16-Nov ,1504.85 ,28.5 ,65.0 ,8.8 ,1189.75 ,16.4 ,40.0 ,11.7 ,65.4 ,51.3 ,58.0 
731,15-Nov ,1506.36 ,28.7 ,64.2 ,8.9 ,1190.55 ,15.8 ,40.0 ,11.7 ,65.1 ,50.2 ,58.7 
732,14-Nov ,1507.83 ,28.3 ,65.0 ,8.3 ,1191.35 ,15.8 ,40.0 ,11.8 ,64.2 ,51.5 ,58.3 
733,13-Nov ,1509.35 ,26.7 ,65.0 ,8.4 ,1192.15 ,14.3 ,40.0 ,12.9 ,62.3 ,50.3 ,57.1 
734,12-Nov ,1510.90 ,26.1 ,65.0 ,8.4 ,1193.00 ,15.8 ,40.0 ,12.9 ,63.2 ,56.7 ,59.3 
735,11-Nov ,1512.45 ,26.9 ,65.0 ,9.4 ,1193.80 ,15.8 ,40.0 ,15.8 ,67.9 ,51.5 ,60.0 
736,10-Nov ,1513.97 ,27.7 ,60.0 ,8.5 ,1194.60 ,20.5 ,25.0 ,18.7 ,75.4 ,57.4 ,62.7 
737,9-Nov ,1515.26 ,27.7 ,60.0 ,10.1 ,1194.75 ,23.5 ,25.0 ,24.5 ,85.8 ,55.5 ,62.3 
738,8-Nov ,1516.55 ,31.2 ,65.0 ,8.9 ,1194.80 ,32.4 ,40.0 ,77.0 ,149.5 ,56.7 ,62.2 
739,7-Nov ,1517.90 ,31.2 ,65.0 ,7.5 ,1195.05 ,21.9 ,40.0 ,10.4 ,71.0 ,55.9 ,63.7 
740,6-Nov ,1519.25 ,28.4 ,65.0 ,9.3 ,1195.60 ,11.3 ,40.0 ,9.8 ,58.8 ,59.3 ,65.7 
741,5-Nov ,1520.68 ,27.7 ,55.0 ,9.0 ,1196.60 ,14.3 ,40.0 ,10.8 ,61.8 ,77.9 ,67.5 
742,4-Nov ,1521.73 ,28.8 ,50.0 ,8.5 ,1197.45 ,11.3 ,40.0 ,9.7 ,58.3 ,72.2 ,62.6 
